Exp,Mouse,Line,Group,Inf1,Inf2,Protein,Dpi,[IFNg] serum,[IgE] serum,[IgG1] serum,[IgG2a] serum,[IL-4] serum,[IL-5] serum,[IL-10] serum,[IFNg] Ag MLN stim,[IFN] CD3 MLN stim,[IFN] Media MLN stim,[IL-5] Media MLN stim,[IL-5] Ag MLN stim,[IL-5] CD3 MLN stim,[IL-10] Media MLN stim,[IL-10] CD MLN stim,[IL-10] Ag MLN stim,[IL-17]Media MLN stim,[IL-17] CD MLN stim,[IL-17] Ag MLN stim,[GAPDH] QPCR Gut,[Arg1] QPCR Gut,[CD36] QPCR Gut,[Idlr] QPCR Gut,[iNOS] QPCR Gut,[PPARg1&2] QPCR Gut,[RELMa] QPCR Gut,[Arg1] QPCR Spleen,[CD36] QPCR Spleen,[GAPDH] QPCR Spleen,[Idlr] QPCR Spleen,[iNOS] QPCR spleen,[PPARg1&2] QPCR spleen,[RELMa] QPCR spleen,wean BW,BW1,BW2,BW3,BW4,BW5,BW6,BW7,BW8,BW9,BW10,BW11,BW12,BWd9,BWd21,FinalBW,ADWG,ADWG expt,ADWG expt diet,FI 1,FI 2,FI 3,FI 4,FI 5,FI 6,FI 7,FI 8,FI 9,FI 10,FI 11,ADFI,ADFI expt,spleen wt,gut wt,Spl_BW,Gut_BW,granulomas,colon contents,wet carcass wt,dry carcass wt,DMR ratio,Fat %,EIC,Adult Male,Adult Female,Juv Male,Juv Female,Total worms,tWB,PCF,Juv Per
SB-105,139,ROH,1_1,1,1,HP,9.000,0.000,0.260,"248,000.000",800.000,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.138,0.034,0.096,0.048,0.000,0.000,0.000,0.367,0.066,0.089,0.018,0.084,0.035,0.126,1.595,0.027,0.312,0.348,0.088,0.315,0.187,13.440,16.660,22.400,27.820,32.490,32.450,36.310,40.330,41.490,42.870,,,,44.680,,44.680,0.947,0.733,0.698,4.085,5.713,5.460,5.097,4.900,6.400,4.650,4.200,,,,,,0.184,2.683,4.107,60.049,55.000,0.140,41.550,16.100,0.387,13.586,0.000,0.000,1.000,0.000,0.000,1.000,0.301,0.000,0.000
SB-105,140,ROH,1_0,1,0,HP,21.000,0.000,0.092,"51,200.000","6,400.000",0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,2.901,0.006,0.000,0.000,0.015,0.232,0.000,0.003,0.001,0.000,0.008,0.023,0.003,0.354,0.000,20.190,23.830,29.850,34.880,36.650,36.450,41.390,45.000,45.420,46.300,47.280,52.680,53.620,,56.170,56.170,1.090,0.926,1.232,5.655,6.637,5.523,5.593,5.240,6.433,4.338,4.587,4.220,5.883,4.900,,,,3.310,0.000,58.928,70.000,0.240,49.060,22.100,0.450,20.703,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,142,ROH,0_1,0,1,LP,9.000,0.000,0.074,0.000,400.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.903,0.053,0.486,0.039,0.000,0.000,0.000,,,,,,,,,,,,,,,11.790,15.400,20.400,27.340,31.010,32.730,34.630,35.570,35.790,32.890,,,,33.060,,33.060,0.645,0.249,-0.131,4.030,5.437,4.973,5.330,4.363,5.690,4.353,3.183,,,,,,0.164,1.997,4.961,60.405,0.000,0.210,31.210,10.900,0.349,9.265,0.000,17.000,11.000,0.000,0.000,28.000,1.462,0.000,0.000
SB-105,143,ROH,0_1,0,1,LP,21.000,0.000,0.272,"51,200.000",0.000,0.000,,0.000,0.000,,0.000,0.000,0.000,0.127,0.000,0.000,0.000,0.000,3.228,0.000,,,,,,,,,,,,,,,11.810,14.080,19.170,24.140,29.270,27.760,33.760,35.310,33.630,32.890,34.370,32.910,33.410,,34.060,34.060,0.674,0.431,0.025,3.980,4.933,5.425,4.967,5.163,5.973,4.928,4.443,4.398,3.907,3.725,,,0.156,2.304,4.580,67.645,24.000,0.210,29.100,12.000,0.412,16.398,"11,056.500",63.000,87.000,0.000,0.000,150.000,2.179,127.086,0.000
SB-105,144,ROH,1_1,1,1,LP,9.000,0.000,0.534,"248,000.000",400.000,0.003,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.264,0.025,0.111,0.016,0.000,0.000,0.000,0.096,0.016,0.105,0.002,0.012,0.059,0.104,0.003,0.000,0.003,0.005,0.003,0.407,0.000,14.720,18.030,25.860,29.940,32.200,33.050,36.920,37.450,34.860,34.850,,,,35.510,,35.510,0.630,0.242,-0.118,4.953,5.717,5.420,5.383,5.168,5.490,4.113,4.327,,,,,,0.140,2.184,3.943,61.504,39.000,0.220,32.100,12.500,0.389,13.803,0.000,0.000,0.000,0.000,1.000,1.000,0.301,*,100.000
SB-105,145,ROH,0_1,0,1,LP,21.000,0.000,0.257,"12,800.000",800.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,2.326,0.000,0.005,0.000,0.000,1.240,0.000,0.017,0.000,0.000,0.454,0.002,0.000,0.002,0.003,0.001,0.036,0.049,0.014,0.000,0.005,20.460,24.270,30.730,33.850,36.710,37.350,41.710,41.970,39.210,38.310,38.240,38.220,36.460,,37.020,37.020,0.502,0.138,-0.391,5.833,6.223,5.865,6.040,5.638,5.343,4.548,3.870,3.500,3.430,2.793,,,0.145,2.234,3.917,60.346,44.000,0.180,32.550,13.500,0.415,16.666,"3,766.500",19.000,33.000,0.000,0.000,52.000,1.724,114.136,0.000
SB-105,146,ROH,0_1,0,1,HP,21.000,0.000,0.215,"6,400.000",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,,5.495,0.000,5.989,0.000,0.000,41.957,0.000,,,,,,,,,,,,,,,17.660,22.260,27.680,30.560,33.810,33.830,38.770,42.360,42.720,45.430,48.100,49.810,49.190,,50.620,50.620,0.999,0.872,0.987,5.135,5.890,5.725,5.167,5.770,6.480,4.818,4.673,4.420,4.537,3.245,,,0.475,3.375,9.384,66.673,66.000,0.070,43.120,17.800,0.413,16.447,166.500,16.000,34.000,0.000,0.000,50.000,1.708,4.897,0.000
SB-105,147,ROH,1_1,1,1,LP,21.000,0.000,0.599,"25,600.000","1,600.000",0.000,0.000,,0.000,0.978,0.000,0.075,0.036,2.029,0.000,2.812,0.000,0.000,0.000,0.000,0.151,0.067,0.112,0.012,0.006,0.025,0.092,0.018,0.000,0.054,0.044,0.034,0.015,0.030,15.650,18.230,25.530,29.680,34.280,33.940,38.520,39.900,36.050,36.570,35.620,35.300,34.860,,34.930,34.930,0.584,0.228,-0.299,4.498,5.943,6.060,5.460,5.298,6.363,4.245,4.493,3.873,3.730,3.858,,,0.109,1.930,3.121,55.253,83.000,0.080,31.450,13.100,0.417,16.868,3.000,3.000,1.000,0.000,0.000,4.000,0.699,3.000,0.000
SB-105,148,ROH,0_1,0,1,LP,21.000,0.000,0.212,"3,200.000",0.000,0.000,0.000,0.000,1.414,3.610,0.000,,,,1.084,1.825,2.276,0.366,3.383,0.000,,,,,,,,,,,,,,,15.020,18.300,24.880,30.240,32.350,33.060,36.770,36.250,34.900,34.380,31.650,31.050,32.180,,33.650,33.650,0.565,0.148,-0.260,4.585,5.943,5.573,5.630,5.108,5.043,4.070,3.737,2.630,3.067,3.870,,,0.133,2.233,3.952,66.360,25.000,0.080,29.310,12.300,0.420,17.221,"6,210.000",56.000,71.000,0.000,0.000,127.000,2.107,87.465,0.000
SB-105,149,ROH,1_1,1,1,LP,9.000,0.000,0.494,"248,000.000","3,200.000",0.000,,0.000,0.000,2.016,0.000,1.001,0.246,1.476,9.671,0.463,3.973,0.000,0.560,0.000,,,,,,,,,,,,,,,15.120,17.270,24.370,27.590,34.250,32.820,36.240,38.710,34.760,35.060,,,,34.510,,34.510,0.588,0.301,-0.144,4.075,5.260,5.810,4.633,4.728,6.530,4.550,4.133,,,,,,0.124,2.112,3.593,61.200,53.000,0.150,30.810,11.300,0.367,11.244,0.000,0.000,0.000,1.000,3.000,4.000,0.699,*,100.000
SB-105,150,ROH,0_0,0,0,LP,21.000,0.000,0.059,0.000,0.000,0.001,0.000,,0.000,7.631,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.007,0.000,0.000,0.000,0.010,0.001,0.069,0.039,0.038,0.058,0.004,15.650,17.240,20.680,28.040,31.050,32.110,36.120,38.700,37.450,37.520,38.890,39.180,39.600,,41.830,41.830,0.793,0.600,0.476,3.378,5.903,5.680,5.623,5.125,6.737,5.763,4.717,5.425,5.070,5.163,,,0.086,1.870,2.056,44.705,0.000,0.150,37.610,17.000,0.452,20.877,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,151,ROH,1_1,1,1,HP,21.000,0.000,0.426,"25,600.000",0.000,0.031,,0.000,0.000,0.971,0.000,0.000,0.000,0.339,0.000,0.000,0.000,0.000,0.000,0.000,0.529,0.105,0.146,0.011,0.033,0.090,0.132,0.003,0.000,0.002,0.008,0.000,0.117,0.000,13.170,16.630,21.730,25.330,29.560,29.120,34.830,36.360,39.020,40.550,40.880,43.230,44.720,,47.330,47.330,1.035,0.957,1.042,3.895,4.830,5.140,4.790,5.043,5.483,4.313,3.837,3.778,5.163,4.415,,,0.178,2.647,3.761,55.926,87.000,0.120,41.720,18.200,0.436,19.095,1.500,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,153,ROH,1_1,1,1,LP,21.000,0.000,0.603,"12,800.000",0.000,0.031,0.000,0.993,0.000,1.965,0.000,0.000,0.000,0.221,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,12.400,13.940,18.050,23.390,30.060,28.920,33.350,33.900,32.490,32.650,35.480,34.620,35.010,,34.680,34.680,0.675,0.491,0.111,3.315,4.407,5.853,4.293,4.398,5.650,4.263,5.543,4.675,4.520,4.418,,,0.128,1.856,3.691,53.518,56.000,0.220,31.370,13.300,0.424,17.709,0.000,1.000,1.000,0.000,0.000,2.000,0.477,0.000,0.000
SB-105,154,ROH,0_1,0,1,HP,21.000,0.000,0.189,"6,400.000",0.000,0.000,0.000,0.000,0.925,3.565,0.000,0.000,0.000,3.934,0.000,0.070,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,12.910,16.190,21.870,27.000,31.570,30.240,34.200,36.800,42.390,43.500,47.250,44.760,45.460,,47.160,47.160,1.038,0.877,1.080,4.295,5.350,5.358,4.467,4.703,6.600,5.775,4.963,4.393,3.257,3.058,,,0.336,3.394,7.125,71.968,53.000,0.200,40.530,16.900,0.417,16.918,"1,831.500",18.000,56.000,0.000,0.000,74.000,1.875,32.705,0.000
SB-105,157,ROH,0_0,0,0,HP,21.000,0.000,0.000,"6,400.000",800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.008,0.693,0.000,0.000,0.178,0.073,0.274,0.435,0.084,0.000,0.010,17.400,20.760,24.740,29.240,26.280,29.660,33.550,36.530,40.110,42.130,47.460,47.730,50.580,,52.690,52.690,1.069,1.020,1.595,4.613,4.893,4.428,4.567,5.823,5.527,4.463,5.520,5.310,4.977,5.333,,,0.113,2.237,2.145,42.456,0.000,0.060,48.980,22.800,0.465,22.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,158,ROH,1_0,1,0,LP,21.000,0.000,,400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.143,0.000,0.000,0.000,0.000,0.589,0.029,3.990,0.174,6.945,0.060,0.064,0.171,0.076,0.240,0.373,0.073,0.334,0.019,17.220,21.260,27.280,31.300,35.090,35.110,38.930,38.150,37.740,36.810,36.880,38.290,41.020,,42.240,42.240,0.758,0.476,0.276,5.238,5.630,6.460,5.880,5.148,5.360,5.458,4.470,4.683,4.787,6.393,,,0.095,1.960,2.249,46.402,41.000,0.160,38.410,17.100,0.445,20.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,159,ROH,0_1,0,1,LP,21.000,0.000,0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,18.990,22.600,27.960,30.490,34.910,35.830,39.880,38.040,37.390,39.470,36.580,35.540,35.400,,35.690,35.690,0.506,0.226,-0.349,4.623,5.987,6.368,5.853,5.463,4.847,4.508,4.240,3.573,3.407,4.015,,,0.144,2.156,4.035,60.409,31.000,0.100,33.470,13.800,0.412,16.391,"9,706.500",63.000,70.000,0.000,0.000,133.000,2.127,138.664,0.000
SB-105,160,ROH,0_1,0,1,HP,9.000,0.000,0.011,0.000,"51,200.000",0.000,0.000,0.000,0.000,3.622,0.000,0.000,0.954,12.470,0.000,27.519,0.000,0.000,0.558,0.000,,,,,,,,,,,,,,,17.390,22.920,28.980,31.070,34.750,34.980,40.140,41.630,46.680,50.300,,,,53.030,,53.030,1.080,0.955,1.074,4.928,5.323,6.338,5.410,6.155,5.673,5.865,6.257,,,,,,0.222,3.363,4.186,63.417,0.000,0.120,46.530,21.000,0.451,20.799,0.000,3.000,2.000,1.000,5.000,11.000,1.079,0.000,54.545
SB-105,161,ROH,1_1,1,1,HP,9.000,0.000,,400.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,21.550,27.220,32.270,36.270,38.060,38.180,40.730,43.220,46.450,50.410,,,,51.950,,51.950,0.921,0.682,0.935,5.388,5.993,6.065,5.627,5.073,5.767,5.273,5.677,,,,,,0.196,3.156,3.773,60.751,59.000,0.130,44.650,19.700,0.441,19.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,162,ROL,1_0,1,0,LP,21.000,0.000,0.102,0.000,0.000,0.000,0.000,0.000,0.000,1.794,0.000,0.000,0.000,0.185,0.000,0.185,0.000,0.000,0.695,0.000,0.085,0.000,0.000,0.006,0.076,0.003,0.001,0.105,0.092,0.292,1.605,0.105,0.467,0.003,7.980,8.940,9.300,9.770,12.370,12.290,14.310,12.980,13.970,14.050,14.570,14.960,15.720,,16.000,16.000,0.243,0.271,0.141,2.098,2.383,3.263,2.907,3.305,2.470,3.100,3.383,3.165,3.313,3.408,,,0.040,0.898,2.500,56.125,4.000,0.090,14.750,5.400,0.366,11.169,3.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,163,ROL,1_1,1,1,HP,9.000,0.000,0.271,"6,400.000",0.000,0.206,0.000,0.000,,,,,,,,,,,,,0.928,0.092,0.178,0.075,0.278,0.051,0.044,,,,,,,,7.250,8.950,7.820,7.730,7.040,9.660,9.580,12.120,13.220,14.180,,,,14.810,,14.810,0.229,0.308,0.436,1.835,2.000,1.855,2.643,2.565,2.670,1.995,2.013,,,,,,0.099,1.149,6.685,77.583,0.000,0.020,13.600,4.200,0.309,4.697,0.000,2.000,1.000,2.000,2.000,7.000,0.903,0.000,57.143
SB-105,164,ROL,0_1,0,1,HP,9.000,0.000,0.381,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,0.856,0.014,0.008,3.740,0.096,0.045,0.004,0.972,0.109,0.611,2.025,0.078,0.222,0.045,9.130,11.010,10.460,13.370,14.780,15.280,16.210,15.940,16.910,17.110,,,,17.480,,17.480,0.253,0.179,0.106,2.180,3.390,3.670,3.163,3.198,2.560,2.305,2.133,,,,,,0.116,1.449,6.636,82.895,0.000,0.050,16.030,5.300,0.331,7.161,0.000,37.000,49.000,1.000,2.000,89.000,1.954,0.000,3.371
SB-105,165,ROL,0_0,0,0,HP,21.000,0.000,0.003,0.000,"1,600.000",0.019,0.000,0.000,0.000,0.000,0.000,0.324,0.000,1.432,0.324,1.432,0.000,0.000,0.172,0.000,0.001,0.000,0.000,0.007,0.000,0.000,0.000,0.084,0.062,0.320,1.930,0.219,0.393,0.002,9.190,11.740,12.920,14.600,15.500,16.080,16.420,17.370,17.260,17.860,18.910,19.410,20.390,,21.210,21.210,0.364,0.287,0.399,2.683,3.443,3.298,3.167,3.123,2.753,2.150,2.370,2.338,2.417,2.538,,,0.063,0.971,2.970,45.780,0.000,0.130,20.050,7.700,0.384,13.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,166,ROL,1_1,1,1,HP,9.000,0.000,0.509,0.000,"6,400.000",0.223,0.000,,,,,,,,,,,,,,0.232,0.021,0.027,0.002,0.017,0.016,0.025,2.790,0.004,0.378,0.215,0.064,0.233,0.059,6.570,7.910,9.390,10.690,9.970,11.130,9.700,11.390,9.030,12.270,,,,13.480,,13.480,0.209,0.121,0.315,2.435,0.830,2.543,3.257,1.845,2.340,1.130,2.427,,,,,,0.093,1.209,6.899,89.688,0.000,0.040,12.280,4.000,0.326,6.608,0.000,11.000,12.000,5.000,11.000,39.000,1.602,0.000,41.026
SB-105,167,ROL,0_1,0,1,LP,9.000,0.000,0.150,0.000,"12,800.000",0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.380,8.130,8.620,9.910,8.590,8.930,9.070,11.290,12.000,12.070,,,,12.220,,12.220,0.147,0.100,0.263,2.213,0.430,2.070,2.267,2.265,2.983,2.810,2.447,,,,,,0.053,0.887,4.337,72.586,0.000,0.100,10.980,4.100,0.373,11.995,0.000,21.000,22.000,0.000,0.000,43.000,1.643,0.000,0.000
SB-105,168,ROL,1_0,1,0,LP,21.000,0.000,0.112,0.000,800.000,0.116,0.000,0.000,0.000,9.099,0.000,0.596,0.267,0.093,0.596,0.093,0.267,0.000,2.576,0.000,0.001,0.000,0.000,0.003,0.000,0.000,0.000,0.101,0.066,0.227,0.774,0.092,0.216,0.002,8.960,10.080,10.790,12.800,13.270,13.210,14.760,13.640,13.860,14.700,14.790,15.070,15.260,,15.550,15.550,0.200,0.120,0.066,2.348,3.193,2.735,2.557,3.000,2.253,2.793,3.177,2.633,2.743,2.750,,,0.043,0.795,2.765,51.125,0.000,0.050,14.140,5.200,0.368,11.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,169,ROL,1_1,1,1,HP,21.000,0.000,1.704,"3,200.000",0.000,0.049,0.000,0.000,0.000,8.539,0.000,0.000,0.469,1.496,0.000,1.496,0.469,0.000,0.389,0.000,0.073,0.001,0.053,0.002,0.014,0.028,0.021,0.228,0.064,0.385,0.480,0.069,0.161,0.004,6.870,7.830,8.230,10.910,11.770,11.670,12.980,13.420,13.710,14.900,15.850,15.640,16.940,,17.280,17.280,0.315,0.277,0.358,2.078,3.473,2.815,2.373,2.800,2.557,1.743,2.363,1.993,1.623,2.015,,,0.150,1.592,8.681,92.130,0.000,0.050,14.240,4.800,0.337,7.890,"1,053.000",51.000,60.000,0.000,0.000,111.000,2.049,17.550,0.000
SB-105,170,ROL,0_1,0,1,HP,9.000,0.000,0.291,0.000,0.000,0.004,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,9.050,9.850,10.410,12.370,13.250,14.190,14.750,16.160,15.750,16.840,,,,17.370,,17.370,0.252,0.217,0.218,2.460,2.910,3.045,3.167,2.998,2.843,2.103,2.347,,,,,,0.139,1.469,8.002,84.571,0.000,0.110,15.530,4.700,0.303,3.998,0.000,39.000,41.000,0.000,0.000,80.000,1.908,0.000,0.000
SB-105,171,ROL,1_0,1,0,LP,21.000,0.000,0.187,800.000,0.000,0.000,0.000,,0.000,3.007,0.000,0.000,0.000,0.464,0.000,0.464,0.000,0.000,0.000,0.000,0.068,0.000,0.000,0.004,0.979,0.004,0.003,0.172,0.095,0.275,0.777,0.074,0.000,0.010,6.290,8.100,9.570,11.180,12.370,11.850,12.110,13.030,14.410,14.520,14.670,15.250,15.640,,15.510,15.510,0.279,0.188,0.283,2.485,2.800,2.893,2.273,2.363,2.710,2.328,2.013,1.918,2.007,1.898,,,,0.757,0.000,48.807,14.000,0.060,13.940,4.700,0.337,7.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,172,ROL,0_0,0,0,LP,21.000,0.000,0.005,"1,600.000",0.000,0.092,0.000,0.000,0.000,2.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.018,0.000,0.000,0.000,0.089,0.074,0.251,0.770,0.092,0.271,0.001,6.080,7.630,8.520,8.450,10.610,12.000,12.650,12.330,12.810,14.460,14.380,14.250,15.030,,15.330,15.330,0.280,0.299,0.223,2.243,1.747,3.055,3.160,2.693,2.357,3.170,3.407,2.873,3.007,3.015,,,0.034,0.700,2.218,45.662,0.000,0.060,13.990,5.700,0.407,15.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,174,ROL,0_1,0,1,LP,21.000,0.000,0.219,"6,400.000",400.000,0.040,0.255,0.000,0.000,4.556,0.000,0.000,0.000,0.364,0.000,0.364,0.000,0.000,0.000,0.000,0.256,0.000,0.000,1.500,0.012,0.021,0.001,0.003,0.000,0.005,0.001,0.003,0.152,0.000,6.990,8.250,9.180,9.740,11.400,13.020,13.530,13.200,13.460,14.110,13.990,14.770,14.800,,15.670,15.670,0.263,0.258,0.178,2.403,2.330,2.965,3.090,2.733,2.490,2.925,2.860,2.390,3.093,2.775,,,0.057,1.178,3.638,75.175,0.000,0.100,13.780,5.300,0.385,13.262,"15,039.000",58.000,57.000,0.000,0.000,115.000,2.064,263.842,0.000
SB-105,175,ROL,1_1,1,1,LP,21.000,0.000,1.486,"3,200.000",0.000,0.049,,0.000,0.000,6.601,0.000,0.000,0.000,0.730,0.000,0.730,0.000,0.000,0.047,0.000,0.650,0.004,0.184,0.059,0.027,0.083,0.007,0.085,0.000,0.112,0.039,0.012,0.001,0.004,7.600,9.000,9.900,10.020,13.070,12.700,12.910,13.420,12.660,14.030,13.120,13.310,14.410,,15.200,15.200,0.230,0.225,0.191,2.445,2.540,3.620,2.420,2.558,2.690,1.988,3.047,2.133,2.367,3.013,,,0.080,1.167,5.263,76.776,0.000,0.080,13.410,5.200,0.388,13.618,"3,037.500",60.000,72.000,0.000,0.000,132.000,2.124,42.188,0.000
SB-105,176,ROL,0_1,0,1,HP,21.000,0.000,0.336,"1,600.000","3,200.000",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.726,0.410,0.000,0.410,0.726,0.000,0.000,0.000,0.091,0.000,0.000,0.143,0.001,0.006,0.001,0.299,0.060,0.410,0.481,0.050,0.052,0.021,8.160,9.230,9.770,12.660,14.570,15.700,15.860,15.940,16.880,17.270,17.670,19.280,18.640,,18.800,18.800,0.322,0.267,0.245,2.460,3.370,3.575,3.300,2.930,2.493,2.313,2.203,2.123,2.300,2.095,,,0.106,0.994,5.638,52.872,0.000,0.130,17.060,5.200,0.305,4.243,"10,287.000",35.000,39.000,0.000,0.000,74.000,1.875,263.769,0.000
SB-105,177,ROH,0_0,0,0,LP,21.000,0.000,0.037,"1,600.000",0.000,0.000,0.000,0.000,,,,,,,,,,,,,0.026,0.000,0.000,0.012,0.182,0.000,0.000,0.051,0.035,0.204,0.157,0.189,0.265,0.007,17.840,22.590,27.210,31.170,35.660,34.140,39.100,39.060,37.030,38.290,35.820,38.540,38.300,,39.750,39.750,0.664,0.373,0.054,4.963,5.433,6.065,4.787,5.623,5.187,4.348,4.543,3.525,4.553,4.145,,,0.088,1.540,2.214,38.742,0.000,0.320,36.590,15.100,0.413,16.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,178,ROH,0_1,0,1,LP,9.000,0.000,0.032,0.000,"6,400.000",0.023,1.260,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,13.380,15.920,21.950,27.980,33.010,31.040,36.800,36.710,35.540,36.100,,,,36.090,,36.090,0.688,0.353,-0.059,3.880,5.270,5.810,4.633,5.665,5.423,5.305,5.873,,,,,,0.144,2.230,3.990,61.790,12.000,0.220,31.800,13.100,0.412,16.350,0.000,21.000,18.000,0.000,0.000,39.000,1.602,0.000,0.000
SB-105,179,ROL,0_1,0,1,HP,21.000,0.000,0.504,"51,200.000",0.000,0.095,0.640,0.000,0.000,8.595,0.000,0.000,0.000,1.029,0.003,1.187,0.095,0.660,0.063,0.000,,,,,,,,,,,,,,,7.760,9.520,10.360,12.430,12.470,11.840,13.800,15.310,15.730,16.010,16.220,16.830,16.680,,17.340,17.340,0.290,0.213,0.295,2.340,3.093,2.930,2.778,3.747,2.428,2.180,1.900,1.757,2.153,2.070,,,0.087,0.922,5.017,53.172,0.000,0.140,15.450,5.500,0.356,10.027,"8,613.000",19.000,44.000,0.000,0.000,63.000,1.806,195.750,0.000
SB-105,180,ROL,1_1,1,1,LP,9.000,0.000,0.197,800.000,"6,400.000",0.046,0.000,0.000,0.000,4.315,3.442,0.000,0.000,0.420,1.355,0.299,0.000,0.000,0.476,0.000,0.590,0.005,0.164,0.009,0.015,0.044,0.010,0.000,0.000,0.002,0.003,0.015,0.217,0.000,7.100,8.700,9.350,12.120,13.220,12.870,14.080,14.160,14.630,15.040,,,,15.750,,15.750,0.262,0.158,0.139,2.177,3.108,2.973,2.560,3.163,2.783,2.547,3.425,,,,,,0.039,0.775,2.476,49.206,6.000,0.080,14.590,5.900,0.404,15.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,181,ROL,1_1,1,1,LP,21.000,1.147,0.582,"124,000.000",0.000,1.444,0.000,0.000,0.000,5.337,0.000,0.000,0.000,0.721,0.003,0.281,1.570,1.550,0.710,0.354,0.309,0.005,0.122,0.005,0.003,0.029,0.015,0.145,0.024,0.131,0.315,0.015,0.000,0.005,8.230,9.690,9.790,10.790,12.540,14.080,14.960,14.190,14.320,14.990,15.330,15.390,15.310,,16.290,16.290,0.244,0.239,0.111,1.947,3.090,2.533,3.313,2.883,2.520,2.783,3.278,3.137,2.608,2.470,,,0.067,0.933,4.113,57.274,3.000,0.140,14.180,5.800,0.409,16.020,87.000,4.000,6.000,0.000,0.000,10.000,1.041,14.500,0.000
SB-105,182,ROL,0_1,0,1,LP,21.000,0.000,0.423,"25,600.000","6,400.000",0.001,0.000,0.000,0.000,7.522,0.000,0.000,0.000,1.035,0.000,1.243,0.000,0.000,0.114,0.000,,,,,,,,,,,,,,,9.810,11.480,8.820,10.260,11.910,12.060,14.800,14.870,14.260,14.290,14.900,15.980,16.410,,16.070,16.070,0.190,0.253,0.106,0.817,2.738,3.053,2.985,3.793,2.390,2.077,2.743,2.687,2.963,2.727,,,0.065,0.867,4.045,53.951,0.000,0.060,14.590,6.200,0.425,17.819,"2,268.000",37.000,37.000,0.000,0.000,74.000,1.875,61.297,0.000
SB-105,183,ROL,1_1,1,1,HP,21.000,0.000,0.433,"248,000.000","12,800.000",0.202,0.320,0.000,0.000,6.535,0.000,0.000,0.000,1.037,0.120,1.397,0.119,0.000,0.155,0.005,0.207,0.001,0.079,0.002,0.001,0.016,0.004,0.143,0.023,0.296,0.376,0.078,0.170,0.009,9.580,11.900,12.800,13.710,13.240,12.790,15.810,17.150,16.870,19.110,18.990,19.750,19.240,,20.220,20.220,0.322,0.283,0.368,2.353,3.413,2.607,2.720,3.820,2.683,1.867,2.573,2.360,2.413,1.973,,,0.086,1.074,4.253,53.116,21.000,0.130,18.060,7.000,0.388,13.598,51.000,2.000,3.000,0.000,0.000,5.000,0.778,17.000,0.000
